reino,filo,clase,orden,familia,genero,especie,latitud,longitud,fecha,mes,anio,total_individuos,cluster_dbscan,clusterkmean,clusterkmean_amb
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.350824,-73.967205,2023-11-23,11,2023,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.334651,-73.990241,2012-06-22,6,2012,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.334637,-74.030922,2023-04-20,4,2023,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.332839,-74.102659,2016-02-06,2,2016,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.332839,-74.102659,2016-02-10,2,2016,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.3304,-74.0701,1976-11-17,11,1976,2,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.329233,-74.044804,2019-01-18,1,2019,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.32915,-73.996497,2022-08-11,8,2022,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.328755,-73.996391,2023-10-10,10,2023,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.328628,-73.996318,2025-03-02,3,2025,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.328485,-73.99627,2024-01-25,1,2024,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.327487,-73.968909,2009-03-29,3,2009,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.323432,-73.968115,2024-03-31,3,2024,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.323275,-73.967997,2015-08-07,8,2015,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.323055,-73.994835,2024-11-15,11,2024,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.322405,-73.958755,2024-08-14,8,2024,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.321237,-73.971931,1998-03-06,3,1998,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.320696,-73.974133,2018-07-21,7,2018,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.320227,-73.972107,1998-03-05,3,1998,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.319902,-73.958802,2023-11-10,11,2023,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.319046,-73.972685,2014-08-18,8,2014,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.31879,-73.980061,2024-10-15,10,2024,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.317396,-73.953196,2024-10-14,10,2024,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.316784,-73.97946,2016-08-13,8,2016,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.31621,-73.97112,2013-04-14,4,2013,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.316079,-73.985073,2018-05-18,5,2018,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.316038,-73.953438,2023-12-22,12,2023,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.3154,-73.9534,2023-08-01,8,2023,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.315291,-73.951232,2023-09-26,9,2023,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.314669,-73.996784,2022-10-01,10,2022,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.314592,-73.944616,2012-04-01,4,2012,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.312893,-73.951691,2021-05-30,5,2021,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.312038,-73.942238,2023-07-20,7,2023,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.311703,-73.948854,2019-05-13,5,2019,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.309807,-73.961386,2024-12-09,12,2024,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.309338,-73.953518,2022-06-24,6,2022,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.30879,-73.940004,2015-01-16,1,2015,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.308507,-74.055406,2012-07-24,7,2012,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.308409,-73.932353,2022-07-04,7,2022,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.307202,-74.113196,2017-09-11,9,2017,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.306962,-74.065756,2021-06-24,6,2021,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.306441,-74.065756,2015-09-12,9,2015,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.306441,-74.065756,2022-04-19,4,2022,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.306387,-74.065756,2022-11-25,11,2022,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.306387,-74.065756,2021-10-11,10,2021,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.306113,-74.003113,2019-05-25,5,2019,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.303024,-73.927102,2025-03-09,3,2025,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.302956,-73.924431,2024-11-17,11,2024,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.302634,-73.929835,2023-06-14,6,2023,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.30252,-74.030224,2019-10-05,10,2019,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.302126,-73.917427,2017-09-25,9,2017,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.299479,-74.051039,2019-06-08,6,2019,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.298098,-74.11932,2017-09-10,9,2017,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.297361,-74.034297,2021-02-25,2,2021,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.294351,-74.000262,2024-12-02,12,2024,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.294109,-73.895031,2024-08-18,8,2024,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.291665,-74.041106,2018-07-14,7,2018,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.291061,-73.914677,2014-05-07,5,2014,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.291003,-74.0009,2023-04-23,4,2023,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.289644,-73.911705,2017-08-11,8,2017,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.2889,-73.910408,2022-08-21,8,2022,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.288242,-74.151651,2008-07-15,7,2008,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.288242,-74.151651,2008-07-16,7,2008,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,auratus,11.28817,-74.15165,1969-06-27,6,1969,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,auratus,11.28816,-74.15165,1969-06-27,6,1969,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,auratus,11.28815,-74.15165,1969-06-27,6,1969,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,auratus,11.28808,-74.15164,1969-06-27,6,1969,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,auratus,11.28808,-74.15165,1969-06-27,6,1969,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,auratus,11.28807,-74.15165,1969-06-27,6,1969,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.285626,-74.005926,2019-05-11,5,2019,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.285543,-74.006897,2019-09-21,9,2019,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.285521,-74.006814,2019-05-11,5,2019,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.28547,-74.00683,2019-05-11,5,2019,2,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.285395,-74.006796,2019-09-21,9,2019,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.28532,-73.914,2021-04-13,4,2021,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.28526,-74.007573,2019-05-11,5,2019,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.28497,-74.006513,2019-05-11,5,2019,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.284309,-74.005974,2019-05-11,5,2019,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.283491,-74.006555,2019-05-11,5,2019,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.283429,-74.005608,2019-05-11,5,2019,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.28338,-74.005783,2019-05-11,5,2019,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.283353,-74.005814,2019-05-11,5,2019,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.283338,-74.005797,2019-05-11,5,2019,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.28272,-74.02399,2024-03-29,3,2024,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.28272,-74.02399,2017-10-26,10,2017,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.28272,-74.02399,2019-05-11,5,2019,2,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.282017,-73.880851,2023-04-27,4,2023,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.281937,-74.025094,2019-09-21,9,2019,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.281796,-74.024371,2019-09-21,9,2019,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.280113,-73.993389,2022-08-02,8,2022,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.279582,-74.024913,2019-09-22,9,2019,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.279529,-74.022959,2019-05-11,5,2019,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.279089,-74.026279,2019-05-11,5,2019,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.278856,-73.931011,2018-04-07,4,2018,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.27573,-74.07751,2019-03-11,3,2019,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.275477,-73.921274,2024-04-27,4,2024,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.272169,-74.079927,2021-01-29,1,2021,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.266917,-74.085363,2025-01-31,1,2025,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.26457,-74.086917,2024-03-16,3,2024,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.263642,-73.891062,2023-10-25,10,2023,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.259581,-73.934364,2023-06-18,6,2023,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.256776,-73.930495,2023-03-10,3,2023,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.251518,-73.880025,2023-01-12,1,2023,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.25076,-74.075359,2021-01-24,1,2021,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.247452,-73.988136,2023-09-19,9,2023,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.244913,-73.786103,2024-08-11,8,2024,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.240028,-73.698498,2024-03-22,3,2024,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.232695,-74.033427,2022-06-18,6,2022,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.232335,-74.035863,2024-06-14,6,2024,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.232316,-74.035937,2024-06-14,6,2024,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.231756,-73.702089,2020-09-27,9,2020,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.231178,-73.701333,2019-07-05,7,2019,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.207758,-73.95522,2023-11-23,11,2023,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.13855,-74.153766,1997-05-22,5,1997,3,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.13855,-74.153766,1997-05-20,5,1997,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.13855,-74.153766,1997-05-21,5,1997,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.134387,-73.835247,2022-05-08,5,2022,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.104155,-73.875314,2022-07-27,7,2022,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.071288,-73.879758,2024-08-09,8,2024,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus,subpunctatus,11.067394,-73.948167,1913-07-04,7,1913,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.046072,-73.946342,1998-03-12,3,1998,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.040319,-73.637436,2022-06-09,6,2022,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,11.040134,-73.92427,2012-07-10,7,2012,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.992012,-74.066184,2010-05-18,5,2010,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.990846,-74.066904,2015-02-13,2,2015,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.989121,-74.060719,2015-02-13,2,2015,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.906,-74.0464,1976-05-01,5,1976,1,10,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.655573,-75.416692,2019-06-20,6,2019,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.39914,-75.435617,2017-05-16,5,2017,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.371148,-75.416132,2024-05-01,5,2024,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.366291,-75.420557,2024-04-06,4,2024,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.36536,-75.41827,2016-05-27,5,2016,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.365159,-75.445862,2014-03-02,3,2014,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.364514,-75.436249,2013-12-04,12,2013,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.358258,-75.43502,2023-04-13,4,2023,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.356883,-75.43513,2024-08-05,8,2024,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.355556,-75.428055,2017-07-22,7,2017,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.355556,-75.428056,2017-07-22,7,2017,2,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.355431,-75.428262,2015-05-28,5,2015,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.355251,-75.430115,2017-06-07,6,2017,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.355164,-75.429856,2024-06-11,6,2024,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.355163,-75.430147,2022-07-13,7,2022,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.355145,-75.429681,2024-11-17,11,2024,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.355103,-75.429808,2022-07-15,7,2022,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.355041,-75.429693,2022-07-15,7,2022,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.354905,-75.42858,2022-07-10,7,2022,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.354752,-75.427818,2019-03-24,3,2019,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.354722,-75.430278,2017-07-22,7,2017,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.354722,-75.430833,2017-07-22,7,2017,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.354695,-75.42941,2023-05-04,5,2023,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.354605,-75.431083,2023-07-31,7,2023,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.354578,-75.430962,2024-01-04,1,2024,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.35457,-75.37586,2009-04-24,4,2009,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.35457,-75.37586,2009-01-29,1,2009,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.354563,-75.4311,2017-08-03,8,2017,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.354555,-75.428048,1980-01-01,1,1980,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.354553,-75.428806,2022-03-27,3,2022,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.354533,-75.429588,2024-01-21,1,2024,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.354531,-75.428048,2015-04-27,4,2015,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.354531,-75.428048,2017-09-13,9,2017,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.354522,-75.429138,2023-06-13,6,2023,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.354517,-75.430328,2024-06-11,6,2024,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.354513,-75.430038,2022-07-12,7,2022,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.354455,-75.429437,2024-06-11,6,2024,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.354444,-75.430556,2017-07-22,7,2017,2,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.354433,-75.429672,2023-03-23,3,2023,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.354296,-75.431053,2022-04-02,4,2022,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.354296,-75.428633,2022-06-20,6,2022,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.354247,-75.428947,2021-06-15,6,2021,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.354117,-75.428945,2024-01-21,1,2024,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.354105,-75.429262,2024-11-17,11,2024,2,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.354096,-75.430936,2024-01-21,1,2024,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.354062,-75.42862,2024-06-14,6,2024,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.354037,-75.428903,2025-02-23,2,2025,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.353945,-75.42842,2024-11-17,11,2024,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.353901,-75.42961,2021-04-11,4,2021,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.353889,-75.430556,2017-07-22,7,2017,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.353887,-75.430778,2022-07-12,7,2022,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.353872,-75.429355,2024-01-21,1,2024,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.353847,-75.428871,2024-06-11,6,2024,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.353845,-75.429232,2016-04-15,4,2016,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.3538,-75.42987,2023-06-19,6,2023,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.353787,-75.428898,2022-06-20,6,2022,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.353738,-75.42872,2025-01-28,1,2025,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.353728,-75.428587,2022-11-29,11,2022,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.353714,-75.42886,2022-06-10,6,2022,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.353672,-75.428968,2024-01-21,1,2024,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.353662,-75.429033,2024-03-23,3,2024,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.353593,-75.42938,2024-01-21,1,2024,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.35351,-75.429378,2023-04-15,4,2023,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.353504,-75.429344,2024-01-21,1,2024,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.35348,-75.429383,2022-07-12,7,2022,1,14,11,6
Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Dendrobates,truncatus,10.353383,-75.43297,2017-08-24,8,2017,1,14,11,6
