"lon","lat","Year","tipo","M","pi_logit","pi_sar","pi_final","w_ipw","resid_pearson","resid_sar"
-78.67111,1.26556,2013,"presencia",1,0.102828059262261,0.330937671842468,0.330937671842468,1.10348566787888,2.95380636261334,1.42187096228864
-78.76,1.233333,1998,"presencia",1,0.105537671507544,0.205715694666507,0.205715694666507,1.77519259496161,2.91123506234313,1.96496254855731
-78.55225278,1.212913889,1988,"presencia",1,0.0529146830712476,0.15969399760051,0.15969399760051,2.28677961179802,4.23064371045865,2.29389976312074
-78.53697778,1.204855556,1988,"presencia",1,0.0541745939863985,0.161067550949074,0.161067550949074,2.26727839150439,4.17837731675579,2.28223030946211
-78.7517825,1.182029975,2014,"presencia",1,0.113340677845499,0.305489581295064,0.305489581295064,1.19540894419782,2.79695506653887,1.50779111906628
-78.531509,1.170203,2004,"presencia",1,0.108866439299772,0.23908544480442,0.23908544480442,1.52742454957097,2.86104303620132,1.7839857333397
-78.706674,1.168564,2018,"presencia",1,0.124769139244406,0.379866647623779,0.379866647623779,0.961350463705482,2.64854722947381,1.27769431573878
-78.600485,1.162128,2016,"presencia",1,0.176271464319841,0.36509045315168,0.36509045315168,1.00025890758542,2.16172800784074,1.31872940565007
-78.71236,1.13903,2013,"presencia",1,0.207865531683338,0.440371183495648,0.440371183495648,0.829266290633606,1.95212766136248,1.12730280699052
-78.774,1.133,1985,"presencia",1,0.062114294995733,0.168083501041385,0.168083501041385,2.17264023879091,3.88578867414426,2.22473007579927
-78.668465,1.1278,2013,"presencia",1,0.191267218694706,0.431118156292106,0.431118156292106,0.847064714184606,2.05628000396742,1.14871655467409
-78.7622,1.1261,1992,"presencia",1,0.079603148519232,0.21086543161431,0.21086543161431,1.73183899818782,3.40034074427409,1.93451828735167
-78.65616,1.12504,2019,"presencia",1,0.219550475243379,0.445464994434016,0.445464994434016,0.81978378189593,1.88540745288699,1.11572635627573
-78.950997,1.116303,2008,"presencia",1,0.254010096457658,0.391416478326316,0.391416478326316,0.932983147262695,1.71372441916123,1.24692560173949
-78.56891389,1.114963889,1988,"presencia",1,0.0451397256252394,0.186496439534311,0.186496439534311,1.9581337785925,4.59928641173812,2.08854797917229
-78.745153,1.113793,2021,"presencia",1,0.198613160630629,0.402637756829086,0.402637756829086,0.906981453292724,2.00870930659276,1.21804023850708
-78.486633,1.109523,2009,"presencia",1,0.0573313533726293,0.217733186668391,0.217733186668391,1.6772132141507,4.05493068086087,1.89546224684304
-78.701922,1.099252,2016,"presencia",1,0.151154881716729,0.357844900958007,0.357844900958007,1.02051189457139,2.36975331136144,1.33959201798417
-78.634159,1.097544,2021,"presencia",1,0.146993781236119,0.388938594210347,0.388938594210347,0.938927078144029,2.40894352080637,1.25343525946605
-78.6905,1.0871599,2004,"presencia",1,0.0952159168658234,0.259690660578582,0.259690660578582,1.40623069395621,3.08260372657408,1.68841207173754
-78.727657,1.084084,2006,"presencia",1,0.113654852423743,0.304561780008431,0.304561780008431,1.19905057630428,2.79259171044007,1.51109433169907
-78.71472,1.07917,2013,"presencia",1,0.140581958161118,0.351277655132448,0.351277655132448,1.03959068418877,2.47250648390583,1.35895215308638
-78.67852,1.07643,2007,"presencia",1,0.102300773930689,0.258911534605551,0.258911534605551,1.41046237432304,2.96227904051994,1.69184015092407
-78.651574,1.07215954,1999,"presencia",1,0.0791963977384867,0.226289559014315,0.226289559014315,1.61379508374165,3.40981479466972,1.84908540521358
-78.73611,1.0675,2013,"presencia",1,0.209566624461002,0.391769852135145,0.391769852135145,0.932141602650407,1.9420999443152,1.24600121286325
-78.64432,1.0643199,2001,"presencia",1,0.0862990088394867,0.256552118881332,0.256552118881332,1.42343387936813,3.25386210527058,1.70230533834191
-78.59396,1.0633999,1999,"presencia",1,0.150828206044895,0.323664677950924,0.323664677950924,1.12828183832509,2.3727746690829,1.44555087625846
-78.62948,1.0610299,2005,"presencia",1,0.176280499327164,0.349693590488639,0.349693590488639,1.04429988930904,2.16166075386928,1.36368850951179
-78.70741,1.052983,2006,"presencia",1,0.192405589020488,0.351513627585614,0.351513627585614,1.0388928029552,2.04874454721778,1.35824884299202
-78.628553,1.052034,2019,"presencia",1,0.274199336462703,0.473664226489835,0.473664226489835,0.770978590774375,1.62695477433781,1.05413480140122
-79.27,1.05,1998,"presencia",1,0.0725866634268381,0.205790703087293,0.205790703087293,1.77454555701898,3.57444197634236,1.96451164630632
-78.6225574074074,1.04388911111111,2007,"presencia",1,0.200130918372015,0.390894491009781,0.390894491009781,0.934229021483522,1.99918212820909,1.24829286681066
-79.28,1.042,1993,"presencia",1,0.0625577874392611,0.182496994888256,0.182496994888256,2.00104652716596,3.87107479662275,2.11649292059807
-78.63137,1.03599595,2017,"presencia",1,0.159666355278603,0.399416480398393,0.399416480398393,0.914296219012089,2.29413605332421,1.22623502050744
-78.608952,1.03142596,2007,"presencia",1,0.213159571171975,0.395274711570065,0.395274711570065,0.923876400766499,1.921281116492,1.23688564703404
-78.744318,1.021659,2021,"presencia",1,0.267242538338426,0.472408883804325,0.472408883804325,0.773027329415399,1.65587416645592,1.05679246730313
-79.32599,1.0029999,2003,"presencia",1,0.127734724521632,0.26732104420779,0.26732104420779,1.36609139367085,2.61318287831222,1.65554231052417
-78.50916,0.990087,2015,"presencia",1,0.171378446270611,0.495084617684258,0.495084617684258,0.737621337434211,2.19887232006345,1.00987956517722
-78.640908,0.989474,2021,"presencia",1,0.137343756275792,0.397476406782839,0.397476406782839,0.91875887878519,2.50619249160116,1.23120778000957
-78.946109,0.980903,2019,"presencia",1,0.199619518328749,0.44058835301054,0.44058835301054,0.828857538661788,2.00238112557531,1.12680624664662
-78.56061,0.97681,2019,"presencia",1,0.310909000873093,0.575649461821897,0.575649461821897,0.634387769048855,1.48874954254711,0.858585059985619
-78.611223,0.975365,2008,"presencia",1,0.0946488654364783,0.355484951754703,0.355484951754703,1.02728674177847,3.09279275180209,1.34649864389801
-78.53823,0.96369,2019,"presencia",1,0.299222788272303,0.600225166200736,0.600225166200736,0.608413306211218,1.53035664138426,0.816113619314911
-78.55795,0.9600999,2014,"presencia",1,0.300041818598596,0.58432006233184,0.58432006233184,0.624974224540618,1.52737315250694,0.843439882895496
-78.56889,0.94778,2013,"presencia",1,0.286056116489148,0.559202546241361,0.559202546241361,0.653045985383886,1.57981567813818,0.887840533568863
-78.85945,0.932844,1996,"presencia",1,0.119140258046096,0.278754762365788,0.278754762365788,1.31005825600986,2.7190933185326,1.60853431942218
-78.54423,0.92067,2009,"presencia",1,0.262329709918516,0.516871720870959,0.516871720870959,0.706529227840148,1.67690093438957,0.966807127923715
-79.29,0.92,2014,"presencia",1,0.169830868605685,0.336559420553265,0.336559420553265,1.08505350181268,2.21092990995902,1.40400980327208
-78.567056,0.91787264,2013,"presencia",1,0.275274414379843,0.530733920204881,0.530733920204881,0.688075444091445,1.62257161128499,0.940310225596476
-78.5825687027027,0.911920108108108,2009,"presencia",1,0.231685868737637,0.482831822044991,0.482831822044991,0.75633991208918,1.8210406388099,1.03494662928926
-78.680415,0.91097,2013,"presencia",1,0.14449080323599,0.415784610214742,0.415784610214742,0.878303258147911,2.43328085220776,1.18536552311002
-78.51256,0.91008,2019,"presencia",1,0.303798328346858,0.561183689336058,0.561183689336058,0.65074054142846,1.51382209939457,0.884278082753486
-78.54,0.91,2013,"presencia",1,0.2902290583158,0.558947332806002,0.558947332806002,0.653344163941318,1.56382683484342,0.888300245864308
-78.60116,0.90885,2013,"presencia",1,0.244382314597375,0.497113703962211,0.497113703962211,0.734610562792144,1.75839390684225,1.00578935008355
-78.6186725,0.9007875,2009,"presencia",1,0.133897231599675,0.435656658542074,0.435656658542074,0.838240322233245,2.54330774895693,1.13815005724343
-78.52652,0.90072,2009,"presencia",1,0.259557952976256,0.501368538786551,0.501368538786551,0.728376333152485,1.68899500887186,0.997266657992171
-78.509,0.9007199,2003,"presencia",1,0.197992645121927,0.441045470712875,0.441045470712875,0.827998476549612,2.01263326584137,1.12576192635247
-78.51591,0.8920599,2014,"presencia",1,0.161826819304762,0.439129146542187,0.439129146542187,0.831611795106122,2.27583950140452,1.13014795637801
-80.077943,0.775654,2013,"presencia",1,0.29367725010054,0.433832185845113,0.433832185845113,0.841765525367788,1.55083803901618,1.14238292680333
-79.46099,0.762,1988,"presencia",1,0.0659402473077962,0.147682923260942,0.147682923260942,2.47276374123581,3.76367438978115,2.4023454335857
-79.368315,0.756412,2024,"presencia",1,0.103937171057022,0.365837604864577,0.365837604864577,0.998216074519045,2.93618749669645,1.31660672843632
-80.0732707142857,0.714718071428571,2004,"presencia",1,0.0821166938658767,0.289518772048542,0.289518772048542,1.2613516396724,3.34332047302533,1.56652719902958
-80.06864,0.7028,2007,"presencia",1,0.0911155789239984,0.300919273889821,0.300919273889821,1.21356459863411,3.15833367012327,1.52418843391252
-79.53874,0.661518,1994,"presencia",1,0.036631750280198,0.144520912969242,0.144520912969242,2.52416086450457,5.12822804615957,2.43298454636502
-79.9307,0.62017,2004,"presencia",1,0.085436469405912,0.241475720150196,0.241475720150196,1.51230516100014,3.27178903867948,1.77234395545435
-79.37832,0.599949,2012,"presencia",1,0.127011162070607,0.440944027547785,0.440944027547785,0.828188965094425,2.62170245433933,1.12599357764458
-79.73236,0.59125,2013,"presencia",1,0.105488354547959,0.339335311912413,0.339335311912413,1.07617735325355,2.91199577433407,1.39532706933008
-79.229913,0.585805,2024,"presencia",1,0.110053575497386,0.436391547404849,0.436391547404849,0.836828714971828,2.84367429909386,1.13645065648219
-79.204207,0.57677,2022,"presencia",1,0.0982971260442777,0.456691525436053,0.456691525436053,0.79963160579931,3.02873528231076,1.09071619914798
-79.350794,0.571979,2022,"presencia",1,0.189475948974486,0.522644564075336,0.522644564075336,0.698725296197146,2.06826369055581,0.955691486798513
-79.38129,0.570404,2019,"presencia",1,0.231847536613666,0.530360978316362,0.530360978316362,0.688559288427765,1.82021408593641,0.941014479072225
-79.279523,0.559895,2023,"presencia",1,0.105151019347137,0.403582086425846,0.403582086425846,0.904859234644118,2.91721293308454,1.21565236399318
-79.884836,0.559781,2024,"presencia",1,0.1775049669964,0.389358418244947,0.389358418244947,0.937914684072986,2.15259033960655,1.25232889938901
-79.3023035,0.5574505,2021,"presencia",1,0.0987510762904998,0.418682026608796,0.418682026608796,0.872225112688167,3.02100511562003,1.17832398136603
-79.266574,0.555304,2004,"presencia",1,0.0545700049598091,0.272397913693069,0.272397913693069,1.34063059767355,4.16234133374667,1.63435004509523
-79.287352,0.550152,2023,"presencia",1,0.109113737100992,0.40719293878077,0.40719293878077,0.896835242115975,2.85740247095468,1.20658122986976
-79.153497,0.544861,2021,"presencia",1,0.209108688894989,0.561892415788723,0.561892415788723,0.649919749008821,1.94478843235497,0.883006296888511
-79.319739,0.536435,2020,"presencia",1,0.197097704998705,0.480419807245864,0.480419807245864,0.76013722234495,2.01832251979222,1.03995809793904
-79.298893,0.53285,2024,"presencia",1,0.222523040870345,0.502035384938063,0.502035384938063,0.727408841678403,1.86920214457899,0.995937482081421
-79.35621,0.525661,2019,"presencia",1,0.204656577830846,0.501186609609331,0.501186609609331,0.728640731491259,1.97135343033917,0.997629590194748
-79.277281,0.525529,2024,"presencia",1,0.125500438486076,0.427658617212856,0.427658617212856,0.85391703368298,2.63971582754531,1.15685508673066
-79.154523,0.525091,2024,"presencia",1,0.24570455568694,0.592486146945939,0.592486146945939,0.616360365084938,1.75212117353617,0.829338998883698
-79.311488,0.522563,2022,"presencia",1,0.214653716279446,0.485341458939956,0.485341458939956,0.752428977810746,1.91276400548259,1.02975971200853
-79.379688,0.522283,2024,"presencia",1,0.131630568515251,0.508497208516952,0.508497208516952,0.718165157493078,2.56846637740472,0.98314756474576
-79.189326,0.516482,2024,"presencia",1,0.167672023410777,0.540528718452784,0.540528718452784,0.675606985110203,2.22800901445238,0.921976389057922
-79.90014,0.511583,2022,"presencia",1,0.218835644291824,0.428746115670512,0.428746115670512,0.851751105122568,1.88934895690887,1.15428880555526
-79.242745,0.505983,2024,"presencia",1,0.284702421008172,0.579401061513368,0.579401061513368,0.630280132531207,1.58506763171293,0.852009511073678
-79.081606,0.5025205,2024,"presencia",1,0.187049471553039,0.512361022892961,0.512361022892961,0.712749334009467,2.08474920100064,0.975576125867892
-79.245339,0.496783,2024,"presencia",1,0.155546309008763,0.506499030362386,0.506499030362386,0.720998375017791,2.33001149760818,0.987085326624405
-79.294131,0.496517,2004,"presencia",1,0.122633730296661,0.366556721897754,0.366556721897754,0.996257757731778,2.67476417356906,1.31456865304283
-79.282749,0.482659,2021,"presencia",1,0.386230377355244,0.580774253302764,0.580774253302764,0.628789888261442,1.26060632203128,0.849611331166366
-79.219402,0.481786,2023,"presencia",1,0.1516418691647,0.473290975817295,0.473290975817295,0.771586606333985,2.36526632575606,1.05492423035974
-79.1994225,0.4762083,2007,"presencia",1,0.0832376156159443,0.347384100908264,0.347384100908264,1.05124263570083,3.31870444620194,1.37064143345717
-79.608417,0.475658,2024,"presencia",1,0.198194028094862,0.428074525680302,0.428074525680302,0.853087385330885,2.01135792547945,1.15587275850866
-79.1570233333333,0.462765533333333,2019,"presencia",1,0.205610299020423,0.525486310501809,0.525486310501809,0.694946700877206,1.96559650008704,0.950262671987244
-79.076614,0.46357,2022,"presencia",1,0.186288298063127,0.497154585698521,0.497154585698521,0.734550154709462,2.08998174757037,1.00570711391386
-79.236116,0.452701,2023,"presencia",1,0.164570832953153,0.524989369140464,0.524989369140464,0.695604519453916,2.25308918613654,0.951210006021202
