grupo_geografico,latitud,longitud,total_individuos,fecha,anio,mes,especie,reino,filo,clase,orden,familia,genero
17,-0.116667,-77.616667,6,1975-03-19,1975,3,bocagei,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
18,-0.183333,-77.366667,3,1968-06-28,1968,6,bocagei,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
19,-0.633333,-76.5,2,1997-07-11,1997,7,bocagei,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
20,-0.678333,-77.798889,4,1980-06-30,1980,6,bocagei,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
22,-0.6963825,-77.729985,4,2001-12-09,2001,12,bocagei,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
23,-0.7384649999999999,-77.55346850000001,3,2018-07-13,2018,7,bocagei,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
24,-1.079722,-77.515279,3,2019-03-18,2019,3,bocagei,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
25,-1.19972,-77.95017,1,2010-06-25,2010,6,bocagei,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
27,-1.4,-78.2,2,1968-07-26,1968,7,bocagei,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
28,-1.4,-78.216667,1,1971-05-07,1971,5,bocagei,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
29,-1.4166679999999998,-78.166678,3,1939-09-01,1939,9,bocagei,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
30,-1.46667,-78.0667,2,1962-07-27,1962,7,bocagei,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
31,-1.4875,-78.0028,1,1962-07-27,1962,7,bocagei,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
32,-1.5,-77.95,2,1954-07-09,1954,7,bocagei,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
33,-1.54101,-77.94061,1,1976-07-23,1976,7,bocagei,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
35,-1.73333,-77.4833,1,1962-09-07,1962,9,bocagei,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
42,-2.5666684999999996,-76.6333165,2,1937-10-05,1937,10,bocagei,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
43,-2.57213,-76.7449,9,1931-01-01,1931,1,bocagei,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
46,-4.0108,-77.7958,1,1980-01-31,1980,1,bocagei,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
47,-4.0147,-77.7786,8,1980-01-30,1980,1,bocagei,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
48,-4.0239,-77.7786,4,1980-01-29,1980,1,bocagei,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
49,-4.0278,-77.7556,5,1980-01-31,1980,1,bocagei,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
50,-4.47,-78.17,80,1977-07-14,1977,7,bocagei,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
51,-4.47,-78.18,6,1977-07-24,1977,7,bocagei,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
52,-4.5,-78.17,10,1977-07-16,1977,7,bocagei,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
53,-4.53,-78.18,7,1977-08-09,1977,8,bocagei,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
54,-4.55,-78.2667,2,1977-08-07,1977,8,bocagei,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Hyloxalus
0,3.9835205,-77.244357,2,2023-06-16,2023,6,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
1,3.978689,-77.333025,2,1985-12-12,1985,12,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
2,3.942106,-76.968401,1,1986-03-07,1986,3,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
3,3.9396940000000003,-77.356675,81,1985-12-31,1985,12,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
4,3.936573,-77.365583,3,2018-08-03,2018,8,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
5,3.929808,-76.668525,1,2016-11-26,2016,11,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
6,3.842128,-77.200669,1,2005-04-29,2005,4,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
7,3.834867,-77.2635585,2,2019-10-02,2019,10,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
8,3.833333,-77.233333,1,2019-10-01,2019,10,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
9,3.7,-77.0,5,1977-07-21,1977,7,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
10,3.672536,-76.944292,1,2007-05-15,2007,5,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
11,3.659674,-76.940675,1,2019-06-07,2019,6,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
12,3.62032,-76.92707,1,2017-02-21,2017,2,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
13,3.61487325,-76.91152075,8,1980-04-12,1980,4,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
14,3.611,-76.894,1,2019-03-18,2019,3,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
15,3.6071799999999996,-76.87926999999999,2,1979-04-29,1979,4,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
16,3.59874,-76.89184,1,2019-01-18,2019,1,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
17,3.54995,-76.87383,1,1994-11-13,1994,11,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
18,3.533263,-76.867508,1,1986-02-16,1986,2,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
19,2.966894653846154,-78.1819046923077,183,2014-01-04,2014,1,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
20,2.966048666666667,-78.173713,6,2011-04-13,2011,4,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
21,2.966667,-78.216667,1,2000-03-09,2000,3,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
23,1.352222222,-78.72083333,6,1991-09-01,1991,9,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
24,1.34986,-78.178742,1,2018-03-28,2018,3,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
25,1.289795,-78.837833,1,2022-11-03,2022,11,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
26,1.274137,-78.816977,1,2024-04-16,2024,4,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
27,1.26838,-78.80673,29,2003-03-04,2003,3,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
28,1.23361,-78.77611,4,1987-03-04,1987,3,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
29,1.2333005,-78.75998000000001,3,1998-01-30,1998,1,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
30,1.212913889,-78.55225278,1,1988-02-01,1988,2,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
31,1.21192,-79.04345,6,2002-02-26,2002,2,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
32,1.1813169333333333,-78.752157,4,2015-03-28,2015,3,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
33,1.176175,-78.68196667,1,1988-02-01,1988,2,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
34,1.173285,-78.501304,1,2004-05-07,2004,5,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
35,1.1560833,-79.06052,1,2001-09-15,2001,9,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
36,1.1331665,-78.77033349999999,2,1997-03-01,1985,6,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
37,1.1,-78.80888889,1,1991-07-01,1991,7,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
38,1.094389,-78.70755,2,2005-09-03,2005,9,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
39,1.09261,-78.98685,22,2001-05-19,2001,5,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
40,1.08925845,-78.69417899999999,2,2006-09-02,2006,9,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
41,1.077175,-78.66705999999999,5,2003-03-04,2003,3,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
42,1.0783166333333334,-79.01543333333333,38,2002-02-14,2002,2,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
43,1.07556,-78.7775,3,1958-12-03,1958,12,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
44,1.0686555,-78.65030250000001,17,1994-02-22,1994,2,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
45,1.0639346,-78.64529666666665,3,2001-06-14,2001,6,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
46,1.05861,-78.7714,1,1958-12-02,1958,12,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
47,1.052983,-78.70741,6,2006-05-25,2006,5,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
48,1.0434396363636365,-78.62408545454545,30,2001-08-25,2001,8,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
49,1.05,-79.27,2,1999-11-30,1999,11,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
50,1.042,-79.28,27,1993-10-10,1993,10,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
51,1.03754715,-78.62543666666666,13,2009-10-03,2009,10,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
52,1.03881,-78.6328,6,1994-07-01,1994,7,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
53,1.036111111,-78.81833333,2,1986-07-01,1986,7,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
54,1.028318,-78.595,1,2007-04-24,2007,4,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
55,1.0167,-79.3167,3,1987-09-01,1987,5,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
56,1.000246,-78.602759,1,2005-08-11,2005,8,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
57,0.95727,-78.20248,19,2016-08-31,2016,8,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
58,0.937225,-78.18711,3,2016-08-28,2016,8,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
59,0.92534,-78.54783,5,2013-06-14,2013,6,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
60,0.923906,-78.19391,1,1999-08-20,1999,8,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
61,0.9152608999999999,-78.56843333333333,11,2001-10-13,2001,10,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
62,0.909028,-78.61375000000001,3,1958-11-29,1958,11,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
63,0.9129599,-78.84066,1,1996-09-24,1996,9,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
64,0.91241,-78.58092,1,2009-03-14,2009,3,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
65,0.9081,-78.998,1,1996-03-04,1996,3,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
66,0.9065843333333333,-78.60055333333334,5,2010-05-02,2010,5,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
67,0.906,-78.43099,10,2001-08-25,2001,8,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
68,0.899063,-79.527266,1,2017-09-09,2017,9,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
69,0.891,-78.84199,1,1996-09-18,1996,9,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
70,0.884029,-78.4525795,13,2007-08-05,2007,8,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
71,0.882905,-78.516135,1,2016-03-09,2016,3,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
72,0.870067,-78.44944583333334,55,1958-11-28,1958,11,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
73,0.872453006,-78.800911,3,1984-09-01,1984,9,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
74,0.865,-78.4633,2,1958-11-27,1958,11,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
75,0.8637055,-78.452215,2,1994-02-20,1994,2,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
76,0.8511279125,-78.462065,8,2014-09-11,2014,9,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
77,0.8339999,-78.444,3,1990-12-08,1990,12,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
78,0.8333,-78.4667,1,1992-02-03,1992,2,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
79,0.82782,-78.29698,12,2012-09-02,2012,9,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
80,0.80025,-79.07088,1,1997-01-16,1997,1,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
81,0.7833,-78.9833,2,1989-04-18,1989,4,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
82,0.7748888,-80.00536,2,2002-08-16,2002,8,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
83,0.762,-79.46099,1,1988-06-10,1988,6,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
84,0.7461333335,-78.916466665,6,1977-06-15,1977,6,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
85,0.74556,-78.925,1,1977-06-19,1977,6,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
86,0.741092,-79.851228,1,2019-06-29,2019,6,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
87,0.72096,-80.09117,6,2007-08-25,2007,8,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
88,0.717387,-80.0685,4,2001-09-01,2001,9,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
89,0.71648,-79.55325,1,2013-08-07,2013,8,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
90,0.710516,-79.09519,1,1997-01-16,1997,1,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
91,0.7072876666666668,-80.09053133333333,5,2020-07-25,2020,7,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
92,0.69721,-80.09303566666667,9,2022-04-22,2022,4,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
93,0.69388495,-80.05304,4,2004-06-17,2004,6,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
94,0.69167,-79.91798,20,2017-08-13,2017,8,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
95,0.6895289,-78.95894,1,1996-11-05,1996,11,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
96,0.6666666,-80.08333,4,2000-05-23,2000,5,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
97,0.661518,-79.53874,7,1993-09-01,1993,9,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
98,0.64934,-80.05861,4,2012-09-22,2012,9,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
99,0.6390329,-80.04452,3,2002-09-04,2002,9,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
100,0.610531,-79.959183,3,2009-07-21,2009,7,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
101,0.6079166,-79.9505,13,2002-08-17,2002,8,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
102,0.5918055,-79.94008,4,2002-08-19,2002,8,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
103,0.5909999,-79.95699,1,2002-09-04,2002,9,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
104,0.564594,-79.333643,1,2022-08-19,2022,8,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
105,0.54298394,-79.144024,9,2016-10-21,2016,10,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
106,0.5330065666666667,-79.14511666666667,3,2016-10-19,2016,10,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
107,0.529081,-79.21015249999999,2,2004-09-09,2004,9,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
108,0.505031,-80.021354,1,2020-12-29,2020,12,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
109,0.5027199,-79.14424,1,2016-10-26,2016,10,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
110,0.498457,-79.168142,1,2018-04-08,2018,4,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
111,0.497525281,-79.10213349,1,2019-10-01,2019,10,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
112,0.470943,-79.250584,1,2022-08-24,2022,8,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
113,0.466667,-79.98333,9,2002-09-04,2002,9,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
114,0.461174,-79.738009,1,2021-01-07,2021,1,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
115,0.46105,-79.94186,15,2017-08-12,2017,8,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
116,0.41803,-79.4265,1,2014-04-06,2014,4,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
117,0.4149499,-79.6675,4,2007-08-23,2007,8,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
118,0.412261,-79.250434,1,2022-08-16,2022,8,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
119,0.4096,-79.64601,1,2007-08-23,2007,8,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
120,0.399167,-79.523056,1,1971-07-04,1971,7,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
121,0.393,-79.645,2,2001-05-19,2001,5,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
122,0.384,-79.686,2,1996-07-25,1996,7,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
123,0.384,-79.61499,1,2004-09-27,2004,9,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
124,0.37305449999999996,-79.6653275,4,2022-02-02,2022,2,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
125,0.36062,-79.725028,1,2023-10-25,2023,10,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
126,0.35667483325,-79.7026498325,8,2007-12-16,2007,12,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
127,0.34705,-79.71139,8,1994-09-24,1994,9,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
128,0.341568,-79.73475,1,2016-07-21,2016,7,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
129,0.33101,-78.93152,1,2009-10-31,2009,10,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
130,0.3204899,-79.21331,2,1998-12-27,1998,12,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
131,0.3118799,-79.59884,2,2004-04-11,2004,4,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
132,0.266898,-78.99183,6,2016-05-27,2016,5,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
133,0.246423,-78.879945,1,2010-04-24,2010,4,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
134,0.241894444,-78.77293611,1,2010-04-01,2010,4,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
135,0.235616667,-78.86484167,1,2010-04-01,2010,4,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
136,0.235033,-78.876041,1,2010-04-24,2010,4,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
137,0.2333333,-78.83333,13,2000-08-14,2000,8,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
138,0.225430556,-78.88800556,1,2010-04-01,2010,4,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
139,0.223691667,-78.91956389,1,2010-04-01,2010,4,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
140,0.2225,-78.55777778,1,1984-12-01,1984,12,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
141,0.217105556,-78.89249722,1,2010-04-01,2010,4,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
142,0.213135,-78.616895,1,2010-04-17,2010,4,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
143,0.178291,-78.93764,1,2019-11-01,2019,11,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
144,0.171932,-78.928711,1,2022-01-14,2022,1,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
145,0.16632999999999998,-78.878603,2,2012-11-09,2012,11,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
146,0.166081,-78.888183,1,2024-03-07,2024,3,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
147,0.16023,-78.91164,1,2019-12-15,2019,12,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
148,0.1585,-78.89867,2,2023-08-09,2023,8,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
149,0.1535,-79.123842,1,2023-02-26,2023,2,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
150,0.143519,-79.1410635,2,2020-08-09,2020,8,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
151,0.131694,-79.0391,2,1996-07-23,1996,7,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
152,0.126672,-79.210968,1,2016-07-22,2016,7,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
153,0.1261799,-79.25242,1,1985-03-01,1985,3,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
154,0.11925,-79.23449,5,2004-04-09,2004,4,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
155,0.11669999999999998,-79.2667,3,1986-06-19,1986,6,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
156,0.108627,-79.10226399999999,12,2020-08-10,2020,8,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
157,0.11046,-79.16589,10,2013-06-14,2013,6,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
158,0.1,-79.13333,1,1981-06-19,1981,6,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
159,0.0974,-78.8287,1,2012-12-08,2012,12,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
160,0.0923315,-79.09483,2,2020-12-31,2020,12,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
161,0.09384400000000001,-78.942642,2,2022-12-21,2022,12,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
162,0.092156,-79.15255,3,2008-08-03,2008,8,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
163,0.083507,-79.049002,3,1995-05-19,1995,5,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
164,0.07797671428571429,-79.04140457142857,8,2018-04-28,2018,4,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
165,0.066861111,-78.90142222,3,2003-08-01,2003,8,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
166,0.06527,-78.6485,1,1958-11-20,1958,11,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
167,0.064597222,-79.09395,6,2010-02-01,2010,2,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
168,0.051588666666666665,-78.84203966666666,3,2019-01-19,2019,1,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
169,0.049486,-78.884296,1,2022-01-07,2022,1,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
170,0.049094444,-78.92802778,3,2002-10-01,2002,10,boulengeri,Animalia,Chordata,Amphibia,Anura,Dendrobatidae,Epipedobates
